"('Oferta biura nieruchomości',)","('Blisko Metra Ronda Daszyńskiego',)","('Warszawa, Wola, Czyste, Skwer Alojzego Pawełka',)","('759000',)","('12974',)","('58,50',)","('3',)","('wtórny',)","('Brak danych',)","('5',)","('7',)","('Brak danych',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('Mieszkanie w stanie deweloperskim blisko metra.',)","('Warszawa, Żoliborz, Stacja Metra ""Marymont""',)","('659000',)","('10803',)","('61',)","('3',)","('pierwotny',)","('Brak danych',)","('1',)","('5',)","('Brak danych',)","('2020',)",pełna własność
"('Oferta biura nieruchomości',)","('Nowe, do wejścia z widokiem na zieleń.',)","('Warszawa, Mokotów, Służewiec',)","('535900',)","('12669',)","('42,30',)","('2',)","('wtórny',)","('Brak danych',)","('3',)","('5',)","('Brak danych',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('Apartament przy Placu Niemena',)","('Warszawa, Żoliborz, Plac Czesława Niemena',)","('1160000',)","('13976',)","('83',)","('4',)","('wtórny',)","('Brak danych',)","('2',)","('4',)","('Brak danych',)","('2018',)",pełna własność
"('Oferta biura nieruchomości',)","('Apartamenty 23% Vat, bezpieczny zysk. Smart Home',)","('Warszawa, Praga-Południe',)","('295000',)","('9443',)","('31,24',)","('2',)","('pierwotny',)","('apartamentowiec',)","('2',)","('4',)","('Brak danych',)","('2020',)",pełna własność
"('Oferta biura nieruchomości',)","('Mieszkanie z ogródkiem,wysoki standard,w cenie Mp!',)","('Warszawa, Bemowo, Dywizjonu 303',)","('549000',)","('12767',)","('43',)","('2',)","('wtórny',)","('apartamentowiec',)","('parter',)","('6',)","('Brak danych',)","('2017',)",pełna własność
"('Oferta biura nieruchomości',)","('Piękna panorama Warszawy. Taras, wysokie 3m.',)","('Warszawa, Śródmieście, Pamiętajcie o Ogrodach',)","('1549541',)","('16092',)","('96,29',)","('4',)","('pierwotny',)","('Brak danych',)","('9',)","('10',)","('Brak danych',)","('2021',)",Brak danych
"('Oferta biura nieruchomości',)","('Piękna panorama Warszawy. Taras, ostatnie piętro.',)","('Warszawa, Śródmieście, Pamiętajcie o Ogrodach',)","('1692846',)","('16013',)","('105,72',)","('4',)","('pierwotny',)","('Brak danych',)","('9',)","('10',)","('Brak danych',)","('2021',)",Brak danych
"('Oferta biura nieruchomości',)","('2 pokoje na Powiślu w nowej inwestycji, cesja',)","('Warszawa, Śródmieście, Przemysłowa',)","('698000',)","('13504',)","('51,69',)","('2',)","('pierwotny',)","('kamienica',)","('6',)","('6',)","('Brak danych',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('2 pokoje na Powiślu, nowa inwestycja, cesja',)","('Warszawa, Śródmieście, Powiśle, Przemysłowa',)","('629000',)","('13978',)","('45',)","('2',)","('pierwotny',)","('kamienica',)","('6',)","('6',)","('Brak danych',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('Mieszkanie dla rodziny lub pod wynajem',)","('Warszawa, Bemowo, Drogomilska',)","('880000',)","('11000',)","('80',)","('4',)","('wtórny',)","('apartamentowiec',)","('3',)","('5',)","('Brak danych',)","('2010',)",pełna własność
"('Oferta biura nieruchomości',)","('Słoneczne mieszkanie w pobliżu Metra Służew',)","('Warszawa, Mokotów, Puławska',)","('749000',)","('11096',)","('67,50',)","('3',)","('wtórny',)","('Brak danych',)","('4',)","('8',)","('żelbet',)","('Brak danych',)",pełna własność
"('Oferta biura nieruchomości',)","('Nowoczesne 3 pok mieszkanie z klimatyzacją',)","('Warszawa, Ursus',)","('470000',)","('7966',)","('59',)","('3',)","('wtórny',)","('blok',)","('4',)","('4',)","('Brak danych',)","('Brak danych',)",spółdzielcze własnościowe
"('Oferta prywatna',)","('apartament 4-pokojowy w Centrum bezposrednio',)","('Warszawa, Śródmieście, ul. Zygmunta Słomińskiego',)","('1390000',)","('10000',)","('139',)","('4',)","('wtórny',)","('apartamentowiec',)","('8',)","('12',)","('Brak danych',)","('2000',)",pełna własność
"('Oferta biura nieruchomości',)","('Tylko 4 minuty od przyszłej stacji Metra Chrzanów!',)","('Warszawa, Bemowo, Chrzanów',)","('399000',)","('8989',)","('44,39',)","('2',)","('pierwotny',)","('blok',)","('parter',)","('5',)","('Brak danych',)","('2021',)",pełna własność
"('Oferta biura nieruchomości',)","('Przytulana kawalerka na zielonej Saskiej Kępie',)","('Warszawa, Praga-Południe, Saska Kępa, Brazylijska',)","('340515',)","('12118',)","('28,10',)","('1',)","('wtórny',)","('blok',)","('2',)","('4',)","('żelbet',)","('1963',)",spółdzielcze własnościowe
"('Oferta biura nieruchomości',)","('Kawalerka na Woli ul. Leonarda',)","('Warszawa, Wola',)","('235000',)","('13056',)","('18',)","('1',)","('wtórny',)","('blok',)","('1',)","('3',)","('Brak danych',)","('1960',)",pełna własność
"('Oferta biura nieruchomości',)","('Mieszkanie 3 pokoje, 71m², Stara Ochota',)","('Warszawa, Ochota, Stara Ochota, Zygmunta Glogera',)","('950000',)","('13151',)","('72,24',)","('3',)","('wtórny',)","('kamienica',)","('3',)","('4',)","('Brak danych',)","('1927',)",spółdzielcze własnościowe
"('Oferta biura nieruchomości',)","('NOWE 2pokoje juz od 250 000zł!',)","('Warszawa, Białołęka, Nowodwory, ul. Mikołaja Trąby',)","('253287',)","('8100',)","('31,27',)","('2',)","('pierwotny',)","('blok',)","('3',)","('5',)","('Brak danych',)","('Brak danych',)",pełna własność
"('Oferta biura nieruchomości',)","('Mieszkanie, 94 m², Warszawa',)","('Warszawa, Targówek',)","('750000',)","('7979',)","('94',)","('4',)","('wtórny',)","('blok',)","('4',)","('4',)","('cegła',)","('1990',)",Brak danych
"('Oferta biura nieruchomości',)","('4 pokoje, 15 min Centrum, dwa garaże',)","('Warszawa, Praga-Południe, Grochowska',)","('440520',)","('8009',)","('55',)","('4',)","('wtórny',)","('blok',)","('3',)","('5',)","('cegła',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('Piękne mieszkanie z ogródkiem i tarasem! Bemowo!',)","('Warszawa, Bemowo, ul. gen. Tadeusza Pełczyńskiego',)","('842805',)","('8100',)","('104,05',)","('4',)","('pierwotny',)","('apartamentowiec',)","('1',)","('14',)","('inne',)","('Brak danych',)",pełna własność
"('Oferta biura nieruchomości',)","('Zakończenie budowy jeszcze w tym roku, okazja!',)","('Warszawa, Praga-Południe, ul. Wiatraczna',)","('532864',)","('9050',)","('58,88',)","('4',)","('pierwotny',)","('apartamentowiec',)","('4',)","('5',)","('inne',)","('2019',)",Brak danych
"('Oferta biura nieruchomości',)","('Szybki dojazd do centrum Warszawy!',)","('Warszawa, Mokotów, ul. Cybernetyki',)","('670522',)","('11313',)","('59,27',)","('3',)","('pierwotny',)","('apartamentowiec',)","('parter',)","('7',)","('inne',)","('Brak danych',)",Brak danych
"('Oferta prywatna',)","('Mieszkanie 72 m2, 3 pok. Sarmacka 1 - BEZPOŚREDNIO',)","('Warszawa, Wilanów, sarmacka 1',)","('818000',)","('11361',)","('72',)","('3',)","('wtórny',)","('apartamentowiec',)","('3',)","('4',)","('cegła',)","('2010',)",pełna własność
"('Oferta prywatna',)","('Mieszkanie Warszawa Kabaty',)","('Warszawa, Ursynów, Kabaty, ul. Polnej Róży',)","('1000000',)","('11001',)","('90,90',)","('4',)","('wtórny',)","('blok',)","('1',)","('4',)","('Brak danych',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('Trzy pokojowe mieszkanie na Żoliborzu z ogródkiem',)","('Warszawa, Żoliborz, Przasnyska',)","('865000',)","('13516',)","('64',)","('3',)","('wtórny',)","('apartamentowiec',)","('parter',)","('6',)","('Brak danych',)","('2014',)",pełna własność
"('Oferta biura nieruchomości',)","('2-3pok/ 58m2/ nowe bud/ ogródek',)","('Warszawa, Ursynów, Imielin, Filipiny Płaskowickiej',)","('530000',)","('9100',)","('58,24',)","('2',)","('wtórny',)","('blok',)","('parter',)","('5',)","('cegła',)","('2008',)",pełna własność
"('Oferta biura nieruchomości',)","('Gotowiec, Grochów, 8% Roi w podnajmie',)","('Warszawa, Praga-Południe, Międzyborska',)","('645000',)","('10287',)","('62,70',)","('5',)","('wtórny',)","('Brak danych',)","('8',)","('11',)","('Brak danych',)","('1980',)",pełna własność
"('Oferta biura nieruchomości',)","('Sarmacka 3 pokoje 97m2, dwa balkony, stan dewelop.',)","('Warszawa, Wilanów',)","('1200000',)","('12371',)","('97',)","('3',)","('pierwotny',)","('apartamentowiec',)","('3',)","('4',)","('Brak danych',)","('2010',)",Brak danych
"('Oferta biura nieruchomości',)","('3 pokojowe, dwustronne mieszkanie na Łojewskiej',)","('Warszawa, Targówek, Łojewska',)","('400000',)","('8511',)","('47',)","('3',)","('wtórny',)","('blok',)","('1',)","('3',)","('cegła',)","('1971',)",spółdzielcze własnościowe
"('Oferta biura nieruchomości',)","('Mieszkanie, 49,90 m², Warszawa',)","('Warszawa, Bemowo, Ulrychowska',)","('415000',)","('8317',)","('49,90',)","('3',)","('wtórny',)","('blok',)","('1',)","('10',)","('Brak danych',)","('1973',)",spółdzielcze własnościowe
"('Oferta biura nieruchomości',)","('Apartament 3 pok., garaż podziemny, stan idealny',)","('Warszawa, Praga-Południe',)","('545000',)","('8826',)","('61,75',)","('3',)","('wtórny',)","('blok',)","('8',)","('16',)","('Brak danych',)","('2002',)",pełna własność
"('Oferta biura nieruchomości',)","('2 pokoje na Solcu 200 metrów od bulwaru',)","('Warszawa, Śródmieście, Koźmińska',)","('599000',)","('14975',)","('40',)","('2',)","('wtórny',)","('blok',)","('10',)","('10',)","('inne',)","('1966',)",pełna własność
"('Oferta biura nieruchomości',)","('3 pokoje na Gocławiu, Własność Gruntu',)","('Warszawa, Praga-Południe, Gocław',)","('515000',)","('7544',)","('68,27',)","('3',)","('wtórny',)","('blok',)","('6',)","('8',)","('Brak danych',)","('1991',)",Brak danych
"('Oferta biura nieruchomości',)","('Apartament 3 pokojowym, garaż podziemny',)","('Warszawa, Praga-Południe, Saska Kępa, Arabska',)","('599000',)","('9062',)","('66,10',)","('3',)","('wtórny',)","('apartamentowiec',)","('Brak danych',)","('6',)","('Brak danych',)","('2001',)",Brak danych
"('Oferta biura nieruchomości',)","('Apartament z tarasem i 2 ogródkami',)","('Warszawa, Bemowo',)","('1120000',)","('12342',)","('90,75',)","('3',)","('wtórny',)","('Brak danych',)","('parter',)","('3',)","('cegła',)","('2009',)",pełna własność
"('Oferta prywatna',)","('Kawalerka na Mokotowie / Gotowy wynajem AIRBNB',)","('Warszawa, Mokotów, ul. Augustówka',)","('325000',)","('11017',)","('29,50',)","('1',)","('wtórny',)","('apartamentowiec',)","('1',)","('Brak danych',)","('cegła',)","('2004',)",pełna własność
"('Oferta biura nieruchomości',)","('Piękny dom z widokiem na las. Bielany, Młociny',)","('Warszawa, Bielany, Wygon',)","('1900000',)","('8636',)","('220',)","('6',)","('wtórny',)","('Brak danych',)","('3',)","('3',)","('cegła',)","('2010',)",pełna własność
"('Oferta biura nieruchomości',)","('Mieszkanie - Warszawa Ochota',)","('Warszawa, Ochota, Włodarzewska',)","('1150000',)","('8283',)","('138,84',)","('5',)","('wtórny',)","('blok',)","('parter',)","('3',)","('cegła',)","('1998',)",spółdzielcze wł. z KW
"('Oferta biura nieruchomości',)","('Nowy trzypokojowy apartament w CityZen',)","('Warszawa, Mokotów, Aleja gen. Władysława Sikorskiego',)","('850000',)","('10753',)","('79,05',)","('3',)","('wtórny',)","('dom wolnostojący',)","('5',)","('7',)","('inne',)","('2012',)",pełna własność
"('Oferta biura nieruchomości',)","('Żoliborz Artystyczny dwupoziomowe z tarasem- cesja',)","('Warszawa, Żoliborz, Powązki, Przasnyska',)","('1070000',)","('12369',)","('86,51',)","('4',)","('pierwotny',)","('Brak danych',)","('6',)","('9',)","('Brak danych',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('Mieszkanie - Warszawa Wola',)","('Warszawa, Wola, Wolska',)","('780000',)","('9624',)","('81,05',)","('3',)","('wtórny',)","('kamienica',)","('6',)","('6',)","('cegła',)","('1957',)",Brak danych
"('Oferta biura nieruchomości',)","('3 pokoje na Białołęce ul. Skarbka z Gór',)","('Warszawa, Białołęka',)","('440000',)","('6405',)","('68,70',)","('3',)","('wtórny',)","('apartamentowiec',)","('parter',)","('2',)","('Brak danych',)","('2008',)",Brak danych
"('Oferta biura nieruchomości',)","('Idealnie ciche i rozkładowe 3 pokoje na Gocławiu',)","('Warszawa, Praga-Południe, gen. Leopolda Okulickiego',)","('475000',)","('7331',)","('64,79',)","('3',)","('wtórny',)","('blok',)","('3',)","('3',)","('Brak danych',)","('1994',)",pełna własność
"('Oferta biura nieruchomości',)","('Przytulne 4 pokoje na Skoroszach z 2 miejscami gar',)","('Warszawa, Ursus, Ryżowa',)","('690000',)","('9971',)","('69,20',)","('4',)","('wtórny',)","('blok',)","('1',)","('7',)","('inne',)","('2010',)",pełna własność
"('Oferta biura nieruchomości',)","('Wyjątkowe dwa pokoje - Osiedle Qbik, Mokotów',)","('Warszawa, Mokotów, Jana Pawła Woronicza',)","('740000',)","('12836',)","('57,65',)","('2',)","('wtórny',)","('blok',)","('1',)","('7',)","('Brak danych',)","('2012',)",pełna własność
"('Oferta biura nieruchomości',)","('Bardzo przestronny, jasny, apartament, zlokalizow',)","('Warszawa, Praga-Południe, Majdańska',)","('909000',)","('7439',)","('122,20',)","('4',)","('wtórny',)","('apartamentowiec',)","('2',)","('8',)","('Brak danych',)","('2000',)",spółdzielcze wł. z KW
"('Oferta biura nieruchomości',)","('Ciche 3 pokoje',)","('Warszawa, Praga-Południe, Szaserów',)","('410000',)","('9329',)","('43,95',)","('3',)","('wtórny',)","('blok',)","('4',)","('4',)","('inne',)","('Brak danych',)",pełna własność
"('Oferta biura nieruchomości',)","('Bardzo ładne, komfortowe, trzypokojowe mieszkanie',)","('Warszawa, Praga-Południe, Ludwika Michała Paca',)","('679000',)","('8045',)","('84,40',)","('3',)","('wtórny',)","('blok',)","('3',)","('4',)","('cegła',)","('2000',)",pełna własność
"('Oferta biura nieruchomości',)","('Trzypokojowe mieszkanie na Woli z panoramą',)","('Warszawa, Wola, Radziwie',)","('576000',)","('11893',)","('48,43',)","('3',)","('wtórny',)","('blok',)","('10',)","('12',)","('cegła',)","('2009',)",Brak danych
"('Oferta dewelopera',)","('Przestronny apartament Kabaty',)","('Warszawa, Ursynów, Kabaty, ul. Stryjeńskich',)","('1463560',)","('14000',)","('104,54',)","('4',)","('pierwotny',)","('blok',)","('4',)","('5',)","('Brak danych',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('Luksusowe mieszkanie z tarasem 20m2! Mokotów',)","('Warszawa, Mokotów, ul. Pory',)","('2274168',)","('14800',)","('153,66',)","('5',)","('pierwotny',)","('apartamentowiec',)","('1',)","('2',)","('inne',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('2 pokoje | MOKOTÓW - ul. Grupy AK Północ | 50m2',)","('Warszawa, Mokotów',)","('540000',)","('10800',)","('50',)","('2',)","('wtórny',)","('blok',)","('3',)","('4',)","('Brak danych',)","('2010',)",pełna własność
"('Oferta biura nieruchomości',)","('2 pokojowe mieszkanie, Krasiczyńska, Targówek',)","('Warszawa, Targówek, Krasiczyńska 10',)","('315000',)","('8201',)","('38,41',)","('2',)","('wtórny',)","('blok',)","('6',)","('11',)","('Brak danych',)","('1978',)",spółdzielcze własnościowe
"('Oferta biura nieruchomości',)","('Mokotów, 2 pokoje, balkon, 49.39m2, do odświeżenia',)","('Warszawa, Mokotów',)","('479000',)","('9698',)","('49,39',)","('2',)","('wtórny',)","('blok',)","('4',)","('10',)","('żelbet',)","('1969',)",spółdzielcze wł. z KW
"('Oferta biura nieruchomości',)","('2 pokoje w systemie 10/90 Taśmowa Mokotów',)","('Warszawa, Mokotów, Taśmowa',)","('385480',)","('11500',)","('33,52',)","('2',)","('wtórny',)","('blok',)","('1',)","('6',)","('cegła',)","('2020',)",pełna własność
"('Oferta biura nieruchomości',)","('Mieszkanie, 62,20 m², Warszawa',)","('Warszawa, Żoliborz',)","('880000',)","('14148',)","('62,20',)","('3',)","('wtórny',)","('blok',)","('parter',)","('8',)","('cegła',)","('2014',)",pełna własność
"('Oferta biura nieruchomości',)","('Kawalerka Przy Dworcu Gdańskim',)","('Warszawa, Żoliborz',)","('340000',)","('13600',)","('25',)","('1',)","('wtórny',)","('Brak danych',)","('4',)","('10',)","('Brak danych',)","('Brak danych',)",pełna własność
"('Oferta dewelopera',)","('Przestronne mieszkanie z pięknym widokiem',)","('Warszawa, Włochy, ul. ks. Juliana Chrościckiego 89C',)","('459696',)","('7850',)","('58,56',)","('2',)","('pierwotny',)","('blok',)","('3',)","('5',)","('Brak danych',)","('Brak danych',)",Brak danych
"('Oferta dewelopera',)","('Mieszkanie w prestiżowej lokalizacji',)","('Warszawa, Włochy, ul. ks. Juliana Chrościckiego 89C',)","('734771,4',)","('6830',)","('107,58',)","('6',)","('pierwotny',)","('blok',)","('4',)","('5',)","('Brak danych',)","('Brak danych',)",Brak danych
"('Oferta dewelopera',)","('Duże mieszkanie z antresolą',)","('Warszawa, Włochy, ul. ks. Juliana Chrościckiego 89C',)","('734771,4',)","('6830',)","('107,58',)","('6',)","('pierwotny',)","('blok',)","('4',)","('5',)","('Brak danych',)","('Brak danych',)",Brak danych
"('Oferta dewelopera',)","('Piękne duże mieszkanie w prestiżowej inwestycji',)","('Warszawa, Włochy, ul. ks. Juliana Chrościckiego 89C',)","('520742',)","('8300',)","('62,74',)","('3',)","('pierwotny',)","('blok',)","('parter',)","('5',)","('Brak danych',)","('Brak danych',)",Brak danych
"('Oferta dewelopera',)","('Ustawne mieszkanie dwupokojowe w Warszawie',)","('Warszawa, Włochy, ul. ks. Juliana Chrościckiego 89C',)","('464380,8',)","('7930',)","('58,56',)","('2',)","('pierwotny',)","('blok',)","('3',)","('5',)","('Brak danych',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('Wyjątkowy projekt o wysokim standardzie!',)","('Warszawa, Mokotów, ul. Pory',)","('1506344',)","('14800',)","('101,78',)","('3',)","('pierwotny',)","('apartamentowiec',)","('2',)","('2',)","('inne',)","('Brak danych',)",Brak danych
